return_id,order_id,customer_id,product_id,return_date,days_to_return,quantity_returned,return_reason,return_channel,refund_amount,return_disposition
RET001908,ORD0020776,C01051,P0016,2024-03-11,7,2,Wrong size / fit,Carrier Pickup,2035.12,Refurbish / re-grade
RET001909,ORD0020793,C00175,P0034,2024-03-25,21,20,Duplicate order,Online Portal,6726.8,Resaleable — return to stock
RET001910,ORD0020798,C00921,P0039,2024-03-25,21,8,Gift return,Online Portal,118.72,Resaleable — return to stock
RET001911,ORD0020805,C01193,P0046,2024-05-03,60,10,Changed mind,In-Store,2958.2,Dispose / write-off
RET001912,ORD0020821,C01227,P0062,2024-03-11,7,28,Gift return,Online Portal,1736.84,Return to vendor
RET001913,ORD0020827,C00478,P0068,2024-03-18,14,15,Not as described,In-Store,3028.35,Refurbish / re-grade
RET001914,ORD0020838,C00975,P0079,2024-03-18,14,13,Product defective,Online Portal,601.12,Resaleable — return to stock
RET001915,ORD0020840,C00540,P0081,2024-03-18,14,42,Duplicate order,In-Store,3898.02,Refurbish / re-grade
RET001916,ORD0020846,C00778,P0087,2024-03-11,7,69,Damaged in transit,Online Portal,12900.93,Resaleable — return to stock
RET001917,ORD0020864,C01094,P0105,2024-03-11,7,122,Changed mind,In-Store,5593.7,Resaleable — return to stock
RET001918,ORD0020870,C00679,P0111,2024-03-18,14,66,Better price found,Online Portal,2986.5,Dispose / write-off
RET001919,ORD0020874,C01742,P0115,2024-03-18,14,101,Changed mind,Online Portal,9979.81,Refurbish / re-grade
RET001920,ORD0020898,C00673,P0005,2024-03-12,7,11,Gift return,Online Portal,2746.7,Return to vendor
RET001921,ORD0020906,C00070,P0013,2024-03-19,14,12,Not as described,In-Store,14752.08,Resaleable — return to stock
RET001922,ORD0020927,C00561,P0034,2024-03-26,21,10,Changed mind,Online Portal,3363.4,Resaleable — return to stock
RET001923,ORD0020932,C00617,P0039,2024-04-04,30,6,Duplicate order,In-Store,89.04,Resaleable — return to stock
RET001924,ORD0020945,C00960,P0052,2024-04-04,30,31,Product defective,Online Portal,5452.15,Resaleable — return to stock
RET001925,ORD0020950,C00997,P0057,2024-03-19,14,10,Wrong size / fit,In-Store,991.5,Resaleable — return to stock
RET001926,ORD0020953,C00900,P0060,2024-03-19,14,32,Damaged in transit,Online Portal,7959.36,Resaleable — return to stock
RET001927,ORD0020959,C00617,P0066,2024-03-26,21,25,Damaged in transit,Online Portal,6312.0,Resaleable — return to stock
RET001928,ORD0020960,C00559,P0067,2024-03-19,14,10,Not as described,In-Store,1899.4,Resaleable — return to stock
RET001929,ORD0020962,C01030,P0069,2024-03-26,21,3,Changed mind,In-Store,390.33,Resaleable — return to stock
RET001930,ORD0020964,C00415,P0071,2024-03-26,21,28,Product defective,Online Portal,4884.41,Resaleable — return to stock
RET001931,ORD0020967,C00877,P0074,2024-03-19,14,46,Changed mind,Online Portal,8209.16,Return to vendor
RET001932,ORD0020972,C01108,P0079,2024-03-26,21,86,Wrong size / fit,Online Portal,3976.64,Resaleable — return to stock
RET001933,ORD0020975,C00691,P0082,2024-03-19,14,24,Duplicate order,Online Portal,2432.16,Return to vendor
RET001934,ORD0020977,C01705,P0084,2024-03-26,21,6,Gift return,In-Store,1218.36,Resaleable — return to stock
RET001935,ORD0020978,C00184,P0085,2024-03-12,7,8,Not as described,Online Portal,1719.28,Refurbish / re-grade
RET001936,ORD0020983,C01175,P0090,2024-03-19,14,11,Better price found,In-Store,1178.65,Resaleable — return to stock
RET001937,ORD0021034,C01099,P0006,2024-03-13,7,1,Duplicate order,Carrier Pickup,1135.09,Resaleable — return to stock
RET001938,ORD0021037,C00636,P0009,2024-03-27,21,5,Changed mind,In-Store,5698.85,Resaleable — return to stock
RET001939,ORD0021059,C01008,P0031,2024-03-13,7,20,Wrong size / fit,In-Store,5256.6,Return to vendor
RET001940,ORD0021060,C00226,P0032,2024-03-27,21,4,Better price found,In-Store,228.92,Refurbish / re-grade
RET001941,ORD0021074,C01170,P0046,2024-03-27,21,4,Damaged in transit,Online Portal,1183.28,Resaleable — return to stock
RET001942,ORD0021085,C01067,P0057,2024-03-13,7,8,Not as described,Carrier Pickup,793.2,Return to vendor
RET001943,ORD0021093,C00788,P0065,2024-03-13,7,34,Gift return,Carrier Pickup,7207.32,Resaleable — return to stock
RET001944,ORD0021097,C00014,P0069,2024-04-20,45,4,Not as described,Online Portal,520.44,Dispose / write-off
RET001945,ORD0021101,C00407,P0073,2024-03-13,7,4,Wrong size / fit,Online Portal,570.44,Resaleable — return to stock
RET001946,ORD0021103,C01565,P0075,2024-03-13,7,64,Damaged in transit,Online Portal,7543.46,Dispose / write-off
RET001947,ORD0021109,C00211,P0081,2024-03-20,14,13,Better price found,Carrier Pickup,1206.53,Resaleable — return to stock
RET001948,ORD0021123,C01746,P0095,2024-03-20,14,9,Duplicate order,In-Store,304.56,Resaleable — return to stock
RET001949,ORD0021150,C00678,P0122,2024-03-13,7,31,Damaged in transit,Online Portal,16325.84,Resaleable — return to stock
RET001950,ORD0021154,C00729,P0126,2024-04-05,30,6,Wrong size / fit,Carrier Pickup,1723.8,Return to vendor
RET001951,ORD0021170,C00255,P0008,2024-04-06,30,5,Product defective,Online Portal,904.9,Resaleable — return to stock
RET001952,ORD0021181,C00080,P0019,2024-04-06,30,12,Wrong size / fit,Online Portal,11546.4,Refurbish / re-grade
RET001953,ORD0021182,C00616,P0020,2024-04-06,30,11,Product defective,Online Portal,1517.67,Refurbish / re-grade
RET001954,ORD0021192,C01756,P0030,2024-03-21,14,15,Changed mind,Online Portal,2134.05,Resaleable — return to stock
RET001955,ORD0021195,C01463,P0033,2024-03-14,7,27,Not as described,In-Store,7888.05,Refurbish / re-grade
RET001956,ORD0021210,C00214,P0048,2024-03-28,21,6,Changed mind,Online Portal,1043.4,Resaleable — return to stock
RET001957,ORD0021214,C00214,P0052,2024-03-21,14,19,Not as described,Carrier Pickup,3729.51,Dispose / write-off
RET001958,ORD0021217,C00055,P0055,2024-03-14,7,30,Not as described,Online Portal,6232.8,Resaleable — return to stock
RET001959,ORD0021219,C00450,P0057,2024-03-21,14,26,Changed mind,In-Store,2577.9,Dispose / write-off
RET001960,ORD0021220,C00191,P0058,2024-05-06,60,17,Product defective,In-Store,523.6,Refurbish / re-grade
RET001961,ORD0021280,C01685,P0119,2024-03-14,7,8,Duplicate order,In-Store,2519.36,Resaleable — return to stock
RET001962,ORD0021303,C00850,P0007,2024-04-22,45,36,Damaged in transit,Online Portal,43400.16,Resaleable — return to stock
RET001963,ORD0021313,C00742,P0017,2024-03-22,14,9,Not as described,In-Store,3916.35,Resaleable — return to stock
RET001964,ORD0021315,C00776,P0019,2024-03-15,7,8,Damaged in transit,Online Portal,7697.6,Resaleable — return to stock
RET001965,ORD0021324,C00101,P0028,2024-03-29,21,10,Changed mind,Online Portal,8581.5,Resaleable — return to stock
RET001966,ORD0021333,C01660,P0037,2024-05-07,60,30,Duplicate order,Online Portal,10782.6,Resaleable — return to stock
RET001967,ORD0021343,C01151,P0047,2024-03-15,7,24,Damaged in transit,Carrier Pickup,8731.2,Resaleable — return to stock
RET001968,ORD0021361,C00770,P0065,2024-04-07,30,39,Not as described,Online Portal,8267.22,Resaleable — return to stock
RET001969,ORD0021367,C00371,P0071,2024-05-07,60,27,Not as described,Online Portal,4709.96,Resaleable — return to stock
RET001970,ORD0021368,C00038,P0072,2024-03-22,14,33,Wrong size / fit,Online Portal,8105.46,Resaleable — return to stock
RET001971,ORD0021369,C01617,P0073,2024-03-29,21,18,Product defective,Carrier Pickup,2566.98,Refurbish / re-grade
RET001972,ORD0021388,C00397,P0092,2024-03-29,21,60,Duplicate order,In-Store,2263.8,Refurbish / re-grade
RET001973,ORD0021394,C01151,P0098,2024-03-29,21,15,Wrong size / fit,Carrier Pickup,1478.25,Return to vendor
RET001974,ORD0021408,C00970,P0112,2024-03-15,7,19,Better price found,In-Store,1501.95,Resaleable — return to stock
RET001975,ORD0021419,C00689,P0123,2024-03-22,14,18,Product defective,Online Portal,604.62,Resaleable — return to stock
RET001976,ORD0021441,C01010,P0010,2024-03-23,14,14,Better price found,In-Store,13351.52,Resaleable — return to stock
RET001977,ORD0021442,C00850,P0011,2024-03-16,7,14,Changed mind,In-Store,10629.92,Refurbish / re-grade
RET001978,ORD0021443,C01169,P0012,2024-03-23,14,1,Damaged in transit,Online Portal,1275.93,Refurbish / re-grade
RET001979,ORD0021447,C00853,P0016,2024-03-23,14,18,Changed mind,Online Portal,18316.08,Dispose / write-off
RET001980,ORD0021448,C01122,P0017,2024-03-30,21,25,Damaged in transit,Online Portal,10878.75,Resaleable — return to stock
RET001981,ORD0021460,C00392,P0029,2024-04-23,45,25,Not as described,Carrier Pickup,3644.25,Dispose / write-off
RET001982,ORD0021461,C01820,P0030,2024-03-30,21,32,Duplicate order,Online Portal,4552.64,Resaleable — return to stock
RET001983,ORD0021465,C00262,P0034,2024-03-16,7,14,Product defective,In-Store,4708.76,Refurbish / re-grade
RET001984,ORD0021477,C00455,P0046,2024-05-08,60,11,Product defective,Online Portal,2453.53,Refurbish / re-grade
RET001985,ORD0021484,C01248,P0053,2024-03-16,7,33,Wrong size / fit,Online Portal,11154.66,Return to vendor
RET001986,ORD0021489,C00092,P0058,2024-05-08,60,3,Not as described,Online Portal,76.69,Resaleable — return to stock
RET001987,ORD0021492,C00029,P0061,2024-04-08,30,44,Changed mind,In-Store,5690.52,Resaleable — return to stock
RET001988,ORD0021503,C01797,P0072,2024-04-08,30,10,Damaged in transit,Online Portal,1653.02,Resaleable — return to stock
RET001989,ORD0021517,C00809,P0086,2024-03-16,7,15,Product defective,Online Portal,2744.55,Refurbish / re-grade
RET001990,ORD0021531,C01652,P0100,2024-03-23,14,70,Duplicate order,Online Portal,1181.6,Resaleable — return to stock
RET001991,ORD0021566,C00619,P0001,2024-03-24,14,8,Changed mind,Online Portal,5720.24,Return to vendor
RET001992,ORD0021591,C00902,P0026,2024-03-17,7,11,Gift return,Online Portal,11682.0,Resaleable — return to stock
RET001993,ORD0021595,C01749,P0030,2024-03-17,7,22,Duplicate order,Online Portal,3129.94,Resaleable — return to stock
RET001994,ORD0021612,C00615,P0047,2024-04-09,30,30,Not as described,In-Store,10914.0,Resaleable — return to stock
RET001995,ORD0021625,C00344,P0060,2024-03-17,7,31,Changed mind,In-Store,7710.63,Resaleable — return to stock
RET001996,ORD0021630,C00376,P0065,2024-04-09,30,11,Damaged in transit,Online Portal,2331.78,Resaleable — return to stock
RET001997,ORD0021635,C00215,P0070,2024-03-17,7,18,Better price found,Carrier Pickup,2195.28,Resaleable — return to stock
RET001998,ORD0021643,C00355,P0078,2024-03-31,21,36,Changed mind,Online Portal,2177.28,Dispose / write-off
RET001999,ORD0021644,C00493,P0079,2024-04-09,30,49,Wrong size / fit,Online Portal,1894.18,Refurbish / re-grade
RET002000,ORD0021654,C01744,P0089,2024-05-09,60,33,Gift return,In-Store,4755.96,Refurbish / re-grade
RET002001,ORD0021681,C00837,P0116,2024-04-09,30,31,Gift return,Online Portal,18443.45,Resaleable — return to stock
RET002002,ORD0021742,C00109,P0042,2024-04-01,21,6,Damaged in transit,In-Store,789.48,Refurbish / re-grade
RET002003,ORD0021747,C00967,P0047,2024-04-10,30,19,Damaged in transit,Carrier Pickup,6912.2,Resaleable — return to stock
RET002004,ORD0021748,C01143,P0048,2024-04-01,21,19,Better price found,Carrier Pickup,3304.1,Return to vendor
RET002005,ORD0021762,C00445,P0062,2024-03-18,7,1,Not as described,In-Store,62.03,Resaleable — return to stock
RET002006,ORD0021767,C01293,P0067,2024-04-01,21,5,Gift return,Carrier Pickup,949.7,Refurbish / re-grade
RET002007,ORD0021773,C00989,P0073,2024-03-25,14,48,Not as described,Online Portal,6845.28,Resaleable — return to stock
RET002008,ORD0021785,C00839,P0085,2024-03-18,7,77,Duplicate order,In-Store,16548.07,Resaleable — return to stock
RET002009,ORD0021807,C00922,P0107,2024-03-25,14,28,Better price found,Online Portal,1541.4,Dispose / write-off
RET002010,ORD0021871,C00499,P0039,2024-05-11,60,4,Duplicate order,Online Portal,59.36,Return to vendor
RET002011,ORD0021880,C01667,P0048,2024-04-11,30,12,Wrong size / fit,Online Portal,2086.8,Resaleable — return to stock
RET002012,ORD0021892,C01824,P0060,2024-04-02,21,60,Not as described,In-Store,14923.8,Return to vendor
RET002013,ORD0021894,C00986,P0062,2024-04-26,45,2,Product defective,Online Portal,124.06,Resaleable — return to stock
RET002014,ORD0021895,C00738,P0063,2024-04-26,45,21,Product defective,Carrier Pickup,845.88,Refurbish / re-grade
RET002015,ORD0021897,C00696,P0065,2024-03-26,14,17,Damaged in transit,In-Store,3603.66,Resaleable — return to stock
RET002016,ORD0021901,C00979,P0069,2024-04-02,21,15,Better price found,Carrier Pickup,1951.65,Resaleable — return to stock
RET002017,ORD0021910,C00228,P0078,2024-04-02,21,67,Gift return,Online Portal,4052.16,Resaleable — return to stock
RET002018,ORD0021914,C00822,P0082,2024-04-11,30,74,Wrong size / fit,Online Portal,7499.16,Resaleable — return to stock
RET002019,ORD0021916,C00235,P0084,2024-04-26,45,3,Product defective,Online Portal,542.78,Refurbish / re-grade
RET002020,ORD0021918,C01083,P0086,2024-04-02,21,19,Better price found,In-Store,2753.33,Refurbish / re-grade
RET002021,ORD0021927,C01103,P0095,2024-04-02,21,79,Changed mind,Carrier Pickup,2673.36,Resaleable — return to stock
RET002022,ORD0021935,C00571,P0103,2024-04-02,21,20,Wrong size / fit,In-Store,1115.6,Dispose / write-off
RET002023,ORD0021968,C00761,P0001,2024-04-12,30,7,Wrong size / fit,Online Portal,5005.21,Resaleable — return to stock
RET002024,ORD0021974,C01017,P0007,2024-03-27,14,19,Wrong size / fit,Online Portal,22905.64,Return to vendor
RET002025,ORD0021995,C00487,P0029,2024-05-12,60,19,Better price found,Online Portal,2769.63,Refurbish / re-grade
RET002026,ORD0022023,C00725,P0057,2024-04-12,30,4,Changed mind,In-Store,396.6,Refurbish / re-grade
RET002027,ORD0022034,C00381,P0068,2024-03-27,14,56,Gift return,Online Portal,11305.84,Resaleable — return to stock
RET002028,ORD0022054,C01829,P0088,2024-04-27,45,43,Damaged in transit,In-Store,7785.58,Resaleable — return to stock
RET002029,ORD0022085,C00250,P0119,2024-03-27,14,4,Wrong size / fit,Carrier Pickup,1259.68,Resaleable — return to stock
RET002030,ORD0022086,C00432,P0120,2024-04-03,21,8,Better price found,Online Portal,1041.52,Refurbish / re-grade
RET002031,ORD0022110,C01751,P0009,2024-03-21,7,1,Gift return,Online Portal,722.61,Resaleable — return to stock
RET002032,ORD0022113,C01176,P0012,2024-04-28,45,1,Damaged in transit,Online Portal,1275.93,Dispose / write-off
RET002033,ORD0022129,C00559,P0028,2024-04-04,21,6,Product defective,Online Portal,4386.86,Resaleable — return to stock
RET002034,ORD0022153,C00602,P0052,2024-03-28,14,12,Changed mind,In-Store,2355.48,Resaleable — return to stock
RET002035,ORD0022166,C01645,P0065,2024-03-21,7,40,Not as described,In-Store,8479.2,Resaleable — return to stock
RET002036,ORD0022170,C01477,P0069,2024-04-04,21,1,Product defective,Online Portal,130.11,Dispose / write-off
RET002037,ORD0022177,C00344,P0076,2024-04-04,21,13,Wrong size / fit,Online Portal,911.82,Resaleable — return to stock
RET002038,ORD0022182,C01615,P0081,2024-04-04,21,9,Duplicate order,In-Store,441.87,Refurbish / re-grade
RET002039,ORD0022185,C00645,P0084,2024-03-21,7,13,Not as described,In-Store,2352.04,Dispose / write-off
RET002040,ORD0022192,C00806,P0091,2024-03-28,14,124,Wrong size / fit,In-Store,4968.28,Refurbish / re-grade
RET002041,ORD0022218,C00164,P0117,2024-04-04,21,16,Damaged in transit,In-Store,7115.36,Return to vendor
RET002042,ORD0022237,C00709,P0001,2024-03-29,14,16,Duplicate order,Online Portal,11440.48,Resaleable — return to stock
RET002043,ORD0022243,C00330,P0007,2024-04-14,30,7,Changed mind,Online Portal,8438.92,Refurbish / re-grade
RET002044,ORD0022256,C00003,P0020,2024-03-29,14,1,Wrong size / fit,Online Portal,137.97,Refurbish / re-grade
RET002045,ORD0022261,C01173,P0026,2024-03-29,14,27,Wrong size / fit,In-Store,24028.81,Resaleable — return to stock
RET002046,ORD0022275,C00710,P0041,2024-03-29,14,33,Not as described,Carrier Pickup,1235.52,Resaleable — return to stock
RET002047,ORD0022279,C00802,P0045,2024-04-29,45,50,Wrong size / fit,Online Portal,17280.0,Resaleable — return to stock
RET002048,ORD0022308,C00413,P0074,2024-04-05,21,16,Duplicate order,Online Portal,2855.36,Resaleable — return to stock
RET002049,ORD0022312,C01079,P0078,2024-03-22,7,61,Not as described,Carrier Pickup,3003.07,Resaleable — return to stock
RET002050,ORD0022317,C00721,P0083,2024-03-22,7,52,Better price found,Online Portal,5124.08,Resaleable — return to stock
RET002051,ORD0022321,C01110,P0087,2024-03-29,14,254,Wrong size / fit,In-Store,47490.38,Resaleable — return to stock
RET002052,ORD0022322,C01031,P0088,2024-03-22,7,16,Changed mind,In-Store,2896.96,Return to vendor
RET002053,ORD0022356,C00914,P0122,2024-03-22,7,18,Wrong size / fit,Online Portal,9479.52,Resaleable — return to stock
RET002054,ORD0022367,C00968,P0133,2024-04-14,30,12,Product defective,Online Portal,1873.8,Return to vendor
RET002055,ORD0022372,C00579,P0003,2024-03-23,7,9,Not as described,In-Store,4627.35,Refurbish / re-grade
RET002056,ORD0022374,C00324,P0005,2024-03-30,14,3,Wrong size / fit,Online Portal,749.1,Resaleable — return to stock
RET002057,ORD0022380,C00238,P0011,2024-03-30,14,33,Product defective,Online Portal,25056.24,Return to vendor
RET002058,ORD0022404,C00965,P0035,2024-04-06,21,15,Damaged in transit,In-Store,368.25,Resaleable — return to stock
RET002059,ORD0022405,C01747,P0036,2024-03-23,7,4,Product defective,Online Portal,1430.0,Return to vendor
RET002060,ORD0022407,C00453,P0038,2024-04-06,21,16,Not as described,Online Portal,4835.2,Return to vendor
RET002061,ORD0022408,C01290,P0039,2024-03-30,14,3,Wrong size / fit,In-Store,44.52,Resaleable — return to stock
RET002062,ORD0022413,C00353,P0044,2024-03-23,7,11,Damaged in transit,Online Portal,1204.5,Return to vendor
RET002063,ORD0022428,C01105,P0059,2024-03-30,14,24,Not as described,In-Store,5752.08,Resaleable — return to stock
RET002064,ORD0022434,C01074,P0065,2024-04-30,45,34,Gift return,Online Portal,7207.32,Resaleable — return to stock
RET002065,ORD0022439,C01187,P0070,2024-04-15,30,12,Changed mind,In-Store,1463.52,Resaleable — return to stock
RET002066,ORD0022446,C00992,P0077,2024-04-06,21,3,Product defective,Online Portal,454.23,Resaleable — return to stock
RET002067,ORD0022452,C00569,P0083,2024-04-15,30,62,Changed mind,Online Portal,6109.48,Dispose / write-off
